	HGNC_ID	Gene_symbol	gene_long_name	category_sources	category	Source	Source_Date	Download_Date
9380	HGNC:9008	PKD1	POLYCYSTIN 1, TRANSIENT RECEPTOR POTENTIAL CHANNEL INTERACTING	GO	CELL SURFACE	DGIdb	20210101	20210909
9381	HGNC:9008	PKD1	POLYCYSTIN 1, TRANSIENT RECEPTOR POTENTIAL CHANNEL INTERACTING	Pharos	ION CHANNEL	DGIdb	20210101	20210909
9382	HGNC:11584	TBK1	TANK BINDING KINASE 1	Pharos,dGene	KINASE	DGIdb	20210101	20210909
9383	HGNC:11584	TBK1	TANK BINDING KINASE 1	HingoraniCasas,RussLampel	DRUGGABLE GENOME	DGIdb	20210101	20210909
9384	HGNC:11584	TBK1	TANK BINDING KINASE 1	GuideToPharmacology,HumanProteinAtlas	ENZYME	DGIdb	20210101	20210909
9385	HGNC:11584	TBK1	TANK BINDING KINASE 1	dGene,GO	SERINE THREONINE KINASE	DGIdb	20210101	20210909
9386	HGNC:32017	ACSM2A	ACYL-COA SYNTHETASE MEDIUM CHAIN FAMILY MEMBER 2A	Pharos	ENZYME	DGIdb	20210101	20210909
9387	HGNC:11914	TNFRSF18	TNF RECEPTOR SUPERFAMILY MEMBER 18	GO	EXTERNAL SIDE OF PLASMA MEMBRANE	DGIdb	20210101	20210909
9388	HGNC:11914	TNFRSF18	TNF RECEPTOR SUPERFAMILY MEMBER 18	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9389	HGNC:7460	MT-ND4L	NADH DEHYDROGENASE, SUBUNIT 4L (COMPLEX I)	Pharos,HumanProteinAtlas	ENZYME	DGIdb	20210101	20210909
9390	HGNC:2135	SBF2	SET BINDING FACTOR 2	dGene	MYOTUBULARIN RELATED PROTEIN PHOSPHATASE	DGIdb	20210101	20210909
9391	HGNC:6252	KCNH3	POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY H MEMBER 3	HopkinsGroom,BaderLabGenes,Pharos,GuideToPharmacology	ION CHANNEL	DGIdb	20210101	20210909
9392	HGNC:6252	KCNH3	POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY H MEMBER 3	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME	DGIdb	20210101	20210909
9393	HGNC:18291	DMAP1	DNA METHYLTRANSFERASE 1 ASSOCIATED PROTEIN 1	GO	DNA REPAIR	DGIdb	20210101	20210909
9394	HGNC:24682	FLVCR1	FELINE LEUKEMIA VIRUS SUBGROUP C CELLULAR RECEPTOR 1	RussLampel	DRUGGABLE GENOME	DGIdb	20210101	20210909
9395	HGNC:24682	FLVCR1	FELINE LEUKEMIA VIRUS SUBGROUP C CELLULAR RECEPTOR 1	Pharos,HumanProteinAtlas	TRANSPORTER	DGIdb	20210101	20210909
9396	HGNC:17208	BICD2	BICD CARGO ADAPTOR 2	Pharos	KINASE	DGIdb	20210101	20210909
9397	HGNC:1125	BTF3	BASIC TRANSCRIPTION FACTOR 3	Pharos	TRANSCRIPTION FACTOR	DGIdb	20210101	20210909
9398	HGNC:18083	TRPV4	TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY V MEMBER 4	HopkinsGroom,BaderLabGenes,GO,Pharos,GuideToPharmacology,HumanProteinAtlas	ION CHANNEL	DGIdb	20210101	20210909
9399	HGNC:18083	TRPV4	TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY V MEMBER 4	HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME	DGIdb	20210101	20210909
9400	HGNC:18083	TRPV4	TRANSIENT RECEPTOR POTENTIAL CATION CHANNEL SUBFAMILY V MEMBER 4	GO	CELL SURFACE	DGIdb	20210101	20210909
9401	HGNC:6292	KCNN3	POTASSIUM CALCIUM-ACTIVATED CHANNEL SUBFAMILY N MEMBER 3	GuideToPharmacology,Pharos,BaderLabGenes	ION CHANNEL	DGIdb	20210101	20210909
9402	HGNC:6292	KCNN3	POTASSIUM CALCIUM-ACTIVATED CHANNEL SUBFAMILY N MEMBER 3	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9403	HGNC:903	AXIN1	AXIN 1	Pharos	KINASE	DGIdb	20210101	20210909
9404	HGNC:903	AXIN1	AXIN 1	Tempus,MskImpact,FoundationOneGenes,CarisMolecularIntelligence	CLINICALLY ACTIONABLE	DGIdb	20210101	20210909
9405	HGNC:13839	ADGRA3	ADHESION G PROTEIN-COUPLED RECEPTOR A3	GO,dGene,HopkinsGroom,IDG,GuideToPharmacology	G PROTEIN COUPLED RECEPTOR	DGIdb	20210101	20210909
9406	HGNC:13839	ADGRA3	ADHESION G PROTEIN-COUPLED RECEPTOR A3	GO	EXTERNAL SIDE OF PLASMA MEMBRANE	DGIdb	20210101	20210909
9407	HGNC:13839	ADGRA3	ADHESION G PROTEIN-COUPLED RECEPTOR A3	RussLampel,HopkinsGroom	DRUGGABLE GENOME	DGIdb	20210101	20210909
9408	HGNC:6351	KLF8	KRUPPEL LIKE FACTOR 8	Pharos	KINASE	DGIdb	20210101	20210909
9409	HGNC:6351	KLF8	KRUPPEL LIKE FACTOR 8	Pharos	TRANSCRIPTION FACTOR	DGIdb	20210101	20210909
9410	HGNC:13961	MAS1L	MAS1 PROTO-ONCOGENE LIKE, G PROTEIN-COUPLED RECEPTOR	HopkinsGroom,GO,GuideToPharmacology,dGene	G PROTEIN COUPLED RECEPTOR	DGIdb	20210101	20210909
9411	HGNC:13961	MAS1L	MAS1 PROTO-ONCOGENE LIKE, G PROTEIN-COUPLED RECEPTOR	HopkinsGroom,HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9412	HGNC:2096	CLUL1	CLUSTERIN LIKE 1	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9413	HGNC:2861	DHFR	DIHYDROFOLATE REDUCTASE	RussLampel,HopkinsGroom,HingoraniCasas,RussLampel	DRUGGABLE GENOME	DGIdb	20210101	20210909
9414	HGNC:2861	DHFR	DIHYDROFOLATE REDUCTASE	Pharos,GuideToPharmacology	ENZYME	DGIdb	20210101	20210909
9415	HGNC:6243	KCNE3	POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY E REGULATORY SUBUNIT 3	Pharos	ION CHANNEL	DGIdb	20210101	20210909
9416	HGNC:13765	IL25	INTERLEUKIN 25	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9417	HGNC:20363	AREL1	APOPTOSIS RESISTANT E3 UBIQUITIN PROTEIN LIGASE 1	Pharos	ENZYME	DGIdb	20210101	20210909
9418	HGNC:9686	PTPRZ2	PROTEIN TYROSINE PHOSPHATASE, RECEPTOR TYPE, Z2	dGene	PROTEIN PHOSPHATASE	DGIdb	20210101	20210909
9419	HGNC:7217	MPL	MPL PROTO-ONCOGENE, THROMBOPOIETIN RECEPTOR	MskImpact,Tempus,FoundationOneGenes,CarisMolecularIntelligence	CLINICALLY ACTIONABLE	DGIdb	20210101	20210909
9420	HGNC:7217	MPL	MPL PROTO-ONCOGENE, THROMBOPOIETIN RECEPTOR	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9421	HGNC:7217	MPL	MPL PROTO-ONCOGENE, THROMBOPOIETIN RECEPTOR	Pharos	KINASE	DGIdb	20210101	20210909
9422	HGNC:7217	MPL	MPL PROTO-ONCOGENE, THROMBOPOIETIN RECEPTOR	GO	CELL SURFACE	DGIdb	20210101	20210909
9423	HGNC:28469	MRI1	METHYLTHIORIBOSE-1-PHOSPHATE ISOMERASE 1	Pharos	ENZYME	DGIdb	20210101	20210909
9424	HGNC:6309	KERA	KERATOCAN	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9425	HGNC:3337	ADGRE2	ADHESION G PROTEIN-COUPLED RECEPTOR E2	RussLampel	DRUGGABLE GENOME	DGIdb	20210101	20210909
9426	HGNC:3337	ADGRE2	ADHESION G PROTEIN-COUPLED RECEPTOR E2	GO,HumanProteinAtlas,GuideToPharmacology,dGene	G PROTEIN COUPLED RECEPTOR	DGIdb	20210101	20210909
9427	HGNC:3337	ADGRE2	ADHESION G PROTEIN-COUPLED RECEPTOR E2	HumanProteinAtlas	CELL SURFACE	DGIdb	20210101	20210909
9428	HGNC:16665	APLN	APELIN	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9429	HGNC:16665	APLN	APELIN	GO	HORMONE ACTIVITY	DGIdb	20210101	20210909
9430	HGNC:31266	OR4A47	OLFACTORY RECEPTOR FAMILY 4 SUBFAMILY A MEMBER 47	RussLampel,HopkinsGroom	DRUGGABLE GENOME	DGIdb	20210101	20210909
9431	HGNC:31266	OR4A47	OLFACTORY RECEPTOR FAMILY 4 SUBFAMILY A MEMBER 47	dGene,Pharos,HopkinsGroom,GO	G PROTEIN COUPLED RECEPTOR	DGIdb	20210101	20210909
9432	HGNC:3176	EDN1	ENDOTHELIN 1	GO	HORMONE ACTIVITY	DGIdb	20210101	20210909
9433	HGNC:3176	EDN1	ENDOTHELIN 1	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9434	HGNC:9642	PTPN1	PROTEIN TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1	GuideToPharmacology	ENZYME	DGIdb	20210101	20210909
9435	HGNC:9642	PTPN1	PROTEIN TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1	HopkinsGroom,dGene	PROTEIN PHOSPHATASE	DGIdb	20210101	20210909
9436	HGNC:9642	PTPN1	PROTEIN TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9437	HGNC:9642	PTPN1	PROTEIN TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1	Pharos	KINASE	DGIdb	20210101	20210909
9438	HGNC:20115	SLC25A47	SOLUTE CARRIER FAMILY 25 MEMBER 47	RussLampel	DRUGGABLE GENOME	DGIdb	20210101	20210909
9439	HGNC:20115	SLC25A47	SOLUTE CARRIER FAMILY 25 MEMBER 47	GuideToPharmacology,Pharos	TRANSPORTER	DGIdb	20210101	20210909
9440	HGNC:26286	ARSJ	ARYLSULFATASE FAMILY MEMBER J	RussLampel,HopkinsGroom	DRUGGABLE GENOME	DGIdb	20210101	20210909
9441	HGNC:3240	EGR3	EARLY GROWTH RESPONSE 3	Pharos	TRANSCRIPTION FACTOR	DGIdb	20210101	20210909
9442	HGNC:4280	GJC1	GAP JUNCTION PROTEIN GAMMA 1	GO,GuideToPharmacology	ION CHANNEL	DGIdb	20210101	20210909
9443	HGNC:701	ARNTL	ARYL HYDROCARBON RECEPTOR NUCLEAR TRANSLOCATOR LIKE	Pharos	TRANSCRIPTION FACTOR	DGIdb	20210101	20210909
9444	HGNC:701	ARNTL	ARYL HYDROCARBON RECEPTOR NUCLEAR TRANSLOCATOR LIKE	Pharos	NUCLEAR HORMONE RECEPTOR	DGIdb	20210101	20210909
9445	HGNC:701	ARNTL	ARYL HYDROCARBON RECEPTOR NUCLEAR TRANSLOCATOR LIKE	GO	TUMOR SUPPRESSOR	DGIdb	20210101	20210909
9446	HGNC:701	ARNTL	ARYL HYDROCARBON RECEPTOR NUCLEAR TRANSLOCATOR LIKE	GO	TRANSCRIPTION FACTOR COMPLEX	DGIdb	20210101	20210909
9447	HGNC:636	AQP3	AQUAPORIN 3 (GILL BLOOD GROUP)	Pharos	TRANSPORTER	DGIdb	20210101	20210909
9448	HGNC:636	AQP3	AQUAPORIN 3 (GILL BLOOD GROUP)	GuideToPharmacology	ION CHANNEL	DGIdb	20210101	20210909
9449	HGNC:1699	CD79B	CD79B MOLECULE	Tempus,MskImpact,FoundationOneGenes,CarisMolecularIntelligence	CLINICALLY ACTIONABLE	DGIdb	20210101	20210909
9450	HGNC:1699	CD79B	CD79B MOLECULE	Pharos	KINASE	DGIdb	20210101	20210909
9451	HGNC:1699	CD79B	CD79B MOLECULE	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9452	HGNC:1699	CD79B	CD79B MOLECULE	GO	EXTERNAL SIDE OF PLASMA MEMBRANE	DGIdb	20210101	20210909
9453	HGNC:2521	CTRB1	CHYMOTRYPSINOGEN B1	RussLampel,HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME	DGIdb	20210101	20210909
9454	HGNC:2521	CTRB1	CHYMOTRYPSINOGEN B1	HopkinsGroom,dGene	PROTEASE	DGIdb	20210101	20210909
9455	HGNC:2521	CTRB1	CHYMOTRYPSINOGEN B1	Pharos	ENZYME	DGIdb	20210101	20210909
9456	HGNC:7470	MT-RNR1	S-RRNA	Pharos	KINASE	DGIdb	20210101	20210909
9457	HGNC:19977	RDH12	RETINOL DEHYDROGENASE 12 (ALL-TRANS/9-CIS/11-CIS)	Pharos	ENZYME	DGIdb	20210101	20210909
9458	HGNC:19977	RDH12	RETINOL DEHYDROGENASE 12 (ALL-TRANS/9-CIS/11-CIS)	HopkinsGroom	SHORT CHAIN DEHYDROGENASE REDUCTASE	DGIdb	20210101	20210909
9459	HGNC:19977	RDH12	RETINOL DEHYDROGENASE 12 (ALL-TRANS/9-CIS/11-CIS)	HopkinsGroom,RussLampel	DRUGGABLE GENOME	DGIdb	20210101	20210909
9460	HGNC:25033	LRTOMT	LEUCINE RICH TRANSMEMBRANE AND O-METHYLTRANSFERASE DOMAIN CONTAINING	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9461	HGNC:25033	LRTOMT	LEUCINE RICH TRANSMEMBRANE AND O-METHYLTRANSFERASE DOMAIN CONTAINING	HumanProteinAtlas	ENZYME	DGIdb	20210101	20210909
9462	HGNC:3785	FNTB	FARNESYLTRANSFERASE, CAAX BOX, BETA	GuideToPharmacology	ENZYME	DGIdb	20210101	20210909
9463	HGNC:3785	FNTB	FARNESYLTRANSFERASE, CAAX BOX, BETA	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME	DGIdb	20210101	20210909
9464	HGNC:3785	FNTB	FARNESYLTRANSFERASE, CAAX BOX, BETA	Tempus	CLINICALLY ACTIONABLE	DGIdb	20210101	20210909
9465	HGNC:6299	KCNQ5	POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY Q MEMBER 5	HingoraniCasas,RussLampel,HopkinsGroom	DRUGGABLE GENOME	DGIdb	20210101	20210909
9466	HGNC:6299	KCNQ5	POTASSIUM VOLTAGE-GATED CHANNEL SUBFAMILY Q MEMBER 5	Pharos,GuideToPharmacology,HumanProteinAtlas,HopkinsGroom,BaderLabGenes	ION CHANNEL	DGIdb	20210101	20210909
9467	HGNC:12347	TRRAP	TRANSFORMATION/TRANSCRIPTION DOMAIN ASSOCIATED PROTEIN	HopkinsGroom,RussLampel	DRUGGABLE GENOME	DGIdb	20210101	20210909
9468	HGNC:12347	TRRAP	TRANSFORMATION/TRANSCRIPTION DOMAIN ASSOCIATED PROTEIN	HopkinsGroom	PHOSPHATIDYLINOSITOL 3 KINASE	DGIdb	20210101	20210909
9469	HGNC:12347	TRRAP	TRANSFORMATION/TRANSCRIPTION DOMAIN ASSOCIATED PROTEIN	GO,dGene,Pharos	KINASE	DGIdb	20210101	20210909
9470	HGNC:12347	TRRAP	TRANSFORMATION/TRANSCRIPTION DOMAIN ASSOCIATED PROTEIN	GO	DNA REPAIR	DGIdb	20210101	20210909
9471	HGNC:12347	TRRAP	TRANSFORMATION/TRANSCRIPTION DOMAIN ASSOCIATED PROTEIN	dGene	SERINE THREONINE KINASE	DGIdb	20210101	20210909
9472	HGNC:12347	TRRAP	TRANSFORMATION/TRANSCRIPTION DOMAIN ASSOCIATED PROTEIN	Pharos	TRANSCRIPTION FACTOR	DGIdb	20210101	20210909
9473	HGNC:12347	TRRAP	TRANSFORMATION/TRANSCRIPTION DOMAIN ASSOCIATED PROTEIN	GuideToPharmacology	ENZYME	DGIdb	20210101	20210909
9474	HGNC:12347	TRRAP	TRANSFORMATION/TRANSCRIPTION DOMAIN ASSOCIATED PROTEIN	CarisMolecularIntelligence	CLINICALLY ACTIONABLE	DGIdb	20210101	20210909
9475	HGNC:13550	VN1R10P	VOMERONASAL 1 RECEPTOR 10 PSEUDOGENE	dGene	G PROTEIN COUPLED RECEPTOR	DGIdb	20210101	20210909
9476	HGNC:990	BCL2	BCL2, APOPTOSIS REGULATOR	CarisMolecularIntelligence,Tempus,FoundationOneGenes,MskImpact	CLINICALLY ACTIONABLE	DGIdb	20210101	20210909
9477	HGNC:990	BCL2	BCL2, APOPTOSIS REGULATOR	RussLampel,HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME	DGIdb	20210101	20210909
9478	HGNC:990	BCL2	BCL2, APOPTOSIS REGULATOR	CIViC,GO	DRUG RESISTANCE	DGIdb	20210101	20210909
9479	HGNC:4195	GCK	GLUCOKINASE	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9480	HGNC:4195	GCK	GLUCOKINASE	GuideToPharmacology,HumanProteinAtlas,Pharos	ENZYME	DGIdb	20210101	20210909
9481	HGNC:4195	GCK	GLUCOKINASE	Pharos	KINASE	DGIdb	20210101	20210909
9482	HGNC:10768	SF3B1	SPLICING FACTOR 3B SUBUNIT 1	MskImpact,CarisMolecularIntelligence,Oncomine,FoundationOneGenes,Tempus	CLINICALLY ACTIONABLE	DGIdb	20210101	20210909
9483	HGNC:14471	SLC26A11	SOLUTE CARRIER FAMILY 26 MEMBER 11	Pharos,GuideToPharmacology	TRANSPORTER	DGIdb	20210101	20210909
9484	HGNC:15842	ERBIN	ERBB2 INTERACTING PROTEIN	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9485	HGNC:20328	DCUN1D2	DEFECTIVE IN CULLIN NEDDYLATION 1 DOMAIN CONTAINING 2	Pharos	ENZYME	DGIdb	20210101	20210909
9486	HGNC:1248	C2	COMPLEMENT C2	HumanProteinAtlas	ENZYME	DGIdb	20210101	20210909
9487	HGNC:1248	C2	COMPLEMENT C2	HopkinsGroom,RussLampel,HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9488	HGNC:1248	C2	COMPLEMENT C2	HopkinsGroom,dGene	PROTEASE	DGIdb	20210101	20210909
9489	HGNC:5622	IGHV3-72	IMMUNOGLOBULIN HEAVY VARIABLE 3-72	GO	EXTERNAL SIDE OF PLASMA MEMBRANE	DGIdb	20210101	20210909
9490	HGNC:20434	TREML1	TRIGGERING RECEPTOR EXPRESSED ON MYELOID CELLS LIKE 1	GO	CELL SURFACE	DGIdb	20210101	20210909
9491	HGNC:23703	ERMP1	ENDOPLASMIC RETICULUM METALLOPEPTIDASE 1	dGene	PROTEASE	DGIdb	20210101	20210909
9492	HGNC:23703	ERMP1	ENDOPLASMIC RETICULUM METALLOPEPTIDASE 1	GO	NEUTRAL ZINC METALLOPEPTIDASE	DGIdb	20210101	20210909
9493	HGNC:11331	SSTR2	SOMATOSTATIN RECEPTOR 2	GO,dGene,HopkinsGroom,GuideToPharmacology	G PROTEIN COUPLED RECEPTOR	DGIdb	20210101	20210909
9494	HGNC:11331	SSTR2	SOMATOSTATIN RECEPTOR 2	RussLampel,HingoraniCasas,HopkinsGroom	DRUGGABLE GENOME	DGIdb	20210101	20210909
9495	HGNC:15248	OR56B4	OLFACTORY RECEPTOR FAMILY 56 SUBFAMILY B MEMBER 4	RussLampel	DRUGGABLE GENOME	DGIdb	20210101	20210909
9496	HGNC:15248	OR56B4	OLFACTORY RECEPTOR FAMILY 56 SUBFAMILY B MEMBER 4	dGene,GO,Pharos	G PROTEIN COUPLED RECEPTOR	DGIdb	20210101	20210909
9497	HGNC:9042	PLA2R1	PHOSPHOLIPASE A2 RECEPTOR 1	GO	CELL SURFACE	DGIdb	20210101	20210909
9498	HGNC:9042	PLA2R1	PHOSPHOLIPASE A2 RECEPTOR 1	Pharos	KINASE	DGIdb	20210101	20210909
9499	HGNC:9042	PLA2R1	PHOSPHOLIPASE A2 RECEPTOR 1	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9500	HGNC:10886	SIRT2	SIRTUIN 2	GuideToPharmacology,Pharos	ENZYME	DGIdb	20210101	20210909
9501	HGNC:10886	SIRT2	SIRTUIN 2	GO	TRANSCRIPTION FACTOR BINDING	DGIdb	20210101	20210909
9502	HGNC:10886	SIRT2	SIRTUIN 2	GO	TUMOR SUPPRESSOR	DGIdb	20210101	20210909
9503	HGNC:10886	SIRT2	SIRTUIN 2	Pharos	TRANSCRIPTION FACTOR	DGIdb	20210101	20210909
9504	HGNC:10886	SIRT2	SIRTUIN 2	Pharos	KINASE	DGIdb	20210101	20210909
9505	HGNC:10886	SIRT2	SIRTUIN 2	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9506	HGNC:3049	DSG2	DESMOGLEIN 2	GO	CELL SURFACE	DGIdb	20210101	20210909
9507	HGNC:11394	STK16	SERINE/THREONINE KINASE 16	GuideToPharmacology	ENZYME	DGIdb	20210101	20210909
9508	HGNC:11394	STK16	SERINE/THREONINE KINASE 16	GO,dGene	SERINE THREONINE KINASE	DGIdb	20210101	20210909
9509	HGNC:11394	STK16	SERINE/THREONINE KINASE 16	dGene,Pharos	KINASE	DGIdb	20210101	20210909
9510	HGNC:11394	STK16	SERINE/THREONINE KINASE 16	HingoraniCasas,RussLampel	DRUGGABLE GENOME	DGIdb	20210101	20210909
9511	HGNC:2736	DDX11	DEAD/H-BOX HELICASE 11	GO	DNA REPAIR	DGIdb	20210101	20210909
9512	HGNC:2736	DDX11	DEAD/H-BOX HELICASE 11	HumanProteinAtlas,Pharos	ENZYME	DGIdb	20210101	20210909
9513	HGNC:25438	PRAG1	PEAK1 RELATED, KINASE-ACTIVATING PSEUDOKINASE 1	Pharos	ENZYME	DGIdb	20210101	20210909
9514	HGNC:25438	PRAG1	PEAK1 RELATED, KINASE-ACTIVATING PSEUDOKINASE 1	Pharos,dGene	KINASE	DGIdb	20210101	20210909
9515	HGNC:25438	PRAG1	PEAK1 RELATED, KINASE-ACTIVATING PSEUDOKINASE 1	dGene	SERINE THREONINE KINASE	DGIdb	20210101	20210909
9516	HGNC:5526	IGHG2	IMMUNOGLOBULIN HEAVY CONSTANT GAMMA 2 (G2M MARKER)	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9517	HGNC:5526	IGHG2	IMMUNOGLOBULIN HEAVY CONSTANT GAMMA 2 (G2M MARKER)	GO	EXTERNAL SIDE OF PLASMA MEMBRANE	DGIdb	20210101	20210909
9518	HGNC:6513	LASP1	LIM AND SH3 PROTEIN 1	FoundationOneGenes,CarisMolecularIntelligence	CLINICALLY ACTIONABLE	DGIdb	20210101	20210909
9519	HGNC:16867	RNF40	RING FINGER PROTEIN 40	Pharos	ENZYME	DGIdb	20210101	20210909
9520	HGNC:30099	NPB	NEUROPEPTIDE B	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9521	HGNC:1232	EGLN1	EGL-9 FAMILY HYPOXIA INDUCIBLE FACTOR 1	HumanProteinAtlas,GuideToPharmacology	ENZYME	DGIdb	20210101	20210909
9522	HGNC:1232	EGLN1	EGL-9 FAMILY HYPOXIA INDUCIBLE FACTOR 1	Tempus	CLINICALLY ACTIONABLE	DGIdb	20210101	20210909
9523	HGNC:1232	EGLN1	EGL-9 FAMILY HYPOXIA INDUCIBLE FACTOR 1	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9524	HGNC:34072	C1QTNF9B	C1Q AND TNF RELATED 9B	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9525	HGNC:9831	RAG1	RECOMBINATION ACTIVATING 1	Pharos,HumanProteinAtlas	ENZYME	DGIdb	20210101	20210909
9526	HGNC:6332	KIR2DL4	KILLER CELL IMMUNOGLOBULIN LIKE RECEPTOR, TWO IG DOMAINS AND LONG CYTOPLASMIC TAIL 4	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9527	HGNC:6332	KIR2DL4	KILLER CELL IMMUNOGLOBULIN LIKE RECEPTOR, TWO IG DOMAINS AND LONG CYTOPLASMIC TAIL 4	Pharos	KINASE	DGIdb	20210101	20210909
9528	HGNC:12208	TRBV27	T CELL RECEPTOR BETA VARIABLE 27	Pharos	KINASE	DGIdb	20210101	20210909
9529	HGNC:12208	TRBV27	T CELL RECEPTOR BETA VARIABLE 27	Pharos	TRANSCRIPTION FACTOR	DGIdb	20210101	20210909
9530	HGNC:2477	CST5	CYSTATIN D	dGene	PROTEASE INHIBITOR	DGIdb	20210101	20210909
9531	HGNC:2477	CST5	CYSTATIN D	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9532	HGNC:4537	P2RY13	PURINERGIC RECEPTOR P2Y13	HingoraniCasas,HopkinsGroom,RussLampel	DRUGGABLE GENOME	DGIdb	20210101	20210909
9533	HGNC:4537	P2RY13	PURINERGIC RECEPTOR P2Y13	Pharos,HopkinsGroom,dGene,GuideToPharmacology	G PROTEIN COUPLED RECEPTOR	DGIdb	20210101	20210909
9534	HGNC:11822	TIMP3	TIMP METALLOPEPTIDASE INHIBITOR 3	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9535	HGNC:11822	TIMP3	TIMP METALLOPEPTIDASE INHIBITOR 3	dGene	PROTEASE INHIBITOR	DGIdb	20210101	20210909
9536	HGNC:14692	OR7E85P	OLFACTORY RECEPTOR FAMILY 7 SUBFAMILY E MEMBER 85 PSEUDOGENE	dGene	G PROTEIN COUPLED RECEPTOR	DGIdb	20210101	20210909
9537	HGNC:14692	OR7E85P	OLFACTORY RECEPTOR FAMILY 7 SUBFAMILY E MEMBER 85 PSEUDOGENE	RussLampel	DRUGGABLE GENOME	DGIdb	20210101	20210909
9538	HGNC:2202	COL4A1	COLLAGEN TYPE IV ALPHA 1 CHAIN	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9539	HGNC:2754	DECR2	2,4-DIENOYL-COA REDUCTASE 2	Pharos	ENZYME	DGIdb	20210101	20210909
9540	HGNC:2754	DECR2	2,4-DIENOYL-COA REDUCTASE 2	RussLampel,HopkinsGroom	DRUGGABLE GENOME	DGIdb	20210101	20210909
9541	HGNC:2754	DECR2	2,4-DIENOYL-COA REDUCTASE 2	HopkinsGroom	SHORT CHAIN DEHYDROGENASE REDUCTASE	DGIdb	20210101	20210909
9542	HGNC:28422	TSEN2	TRNA SPLICING ENDONUCLEASE SUBUNIT 2	HumanProteinAtlas	ENZYME	DGIdb	20210101	20210909
9543	HGNC:18517	VASN	VASORIN	GO	CELL SURFACE	DGIdb	20210101	20210909
9544	HGNC:18517	VASN	VASORIN	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9545	HGNC:7835	NKX2-2	NK2 HOMEOBOX 2	GO	TRANSCRIPTION FACTOR BINDING	DGIdb	20210101	20210909
9546	HGNC:7835	NKX2-2	NK2 HOMEOBOX 2	Pharos	TRANSCRIPTION FACTOR	DGIdb	20210101	20210909
9547	HGNC:9689	PTS	6-PYRUVOYLTETRAHYDROPTERIN SYNTHASE	Pharos,HumanProteinAtlas	ENZYME	DGIdb	20210101	20210909
9548	HGNC:6484	LAMA4	LAMININ SUBUNIT ALPHA 4	HingoraniCasas	DRUGGABLE GENOME	DGIdb	20210101	20210909
9549	HGNC:20305	SLC34A3	SOLUTE CARRIER FAMILY 34 MEMBER 3	HumanProteinAtlas,Pharos,GuideToPharmacology	TRANSPORTER	DGIdb	20210101	20210909
9550	HGNC:3594	FASN	FATTY ACID SYNTHASE	Pharos,GuideToPharmacology	ENZYME	DGIdb	20210101	20210909
