	DrugBank_ID	Accession_Numbers	Common_name	Synonyms	Source	Source_Date	Download_Date
8418	DB09494		Cetyl alcohol	hexadecan-1-ol | palmityl alcohol	DrugBank	20210103	20210909
8419	DB09495		Avobenzone	Avobenzone | Butyl Methoxydibenzoylmethane | Parsol 1789	DrugBank	20210103	20210909
8420	DB09496		Octinoxate	ethylhexyl methoxycinnamate | ethylhexyl p-methoxycinnamate | Octinoxate | octyl methoxycinnamate | parsol	DrugBank	20210103	20210909
8421	DB09498	DB12546	Strontium chloride Sr-89	Strontium (89Sr) chloride | Strontium chloride Sr 89 | strontium chloride, 89Sr-labeled | Strontium chloride, Sr-89 | Strontium-89 chloride	DrugBank	20210103	20210909
8422	DB09499		Thiosulfuric acid	Monosulfanemonosulfonic acid | Sulfurothioic S-acid	DrugBank	20210103	20210909
8423	DB09501		Ferric ammonium citrate	Ferric ammonium citrate | Ferric ammonium citrate, green	DrugBank	20210103	20210909
8424	DB09502	DB09150	Fludeoxyglucose (18F)	(18F)-FDG | 18-F FDG | 18F-FDG | Fludeoxyglucose (18F) | Fludeoxyglucose F 18 | Fludeoxyglucose F-18 | Fludeoxyglucose, F-18	DrugBank	20210103	20210909
8425	DB09507		Ferumoxsil	Ferumoxsil | Siloxane-coated superparamagnetic iron oxide	DrugBank	20210103	20210909
8426	DB09508		Ferumoxides		DrugBank	20210103	20210909
8427	DB09510		Urea C-13	(13C)urea | 13C-urea | Carbon 13 urea | Carbon-13 urea | Urea (13C) | Urea 13 C | Urea C 13 | Urea-13C | Urea, C-13	DrugBank	20210103	20210909
8428	DB09511		Talc	Talco	DrugBank	20210103	20210909
8429	DB09512		Simethicone	Simeticona | Simeticone | Siméticone | Simeticonum	DrugBank	20210103	20210909
8430	DB09513		Urea C-14	14C-urea | Carbon 14 urea | Carbon-14 urea | Urea (14C) | Urea 14 C | Urea C 14 | Urea-14C | Urea, C-14	DrugBank	20210103	20210909
8431	DB09516		Mequinol	4-Methoxyphenol	DrugBank	20210103	20210909
8432	DB09517		Sodium ferric gluconate complex	Ferric sodium gluconate complex | Sodium ferric gluconate complex	DrugBank	20210103	20210909
8433	DB09526		Hydroquinone	1,4-benzenediol | 1,4-dihydroxybenzene | 4-Hydroxyphenol | benzene-1,4-diol | p-Benzenediol | p-Hydroquinone | p-hydroxyphenol | Quinol	DrugBank	20210103	20210909
8434	DB09527		Secretin porcine	Pig secretin | Porcine secretin | Secretin (pig) | Secretin (porcine) | Secretin (swine) | Secretin synthetic porcine | Synthetic porcine secretin	DrugBank	20210103	20210909
8435	DB09531		Perflexane	1,1,1,2,2,3,3,4,4,5,5,6,6,6-tetradecafluorohexane | n-perfluorohexane | n-tetradecafluorohexane | Perflexane | Perfluorohexane	DrugBank	20210103	20210909
8436	DB09532	BIOD00039 | BTD00039 | DB00021 | DB06369	Secretin human	Human secretin | Secretin | Secretin (human) | Secretin human | Secretin synthetic human | Synthetic human secretin	DrugBank	20210103	20210909
8437	DB09534		Ecamsule	Ecamsule | Terephthalylidene dicamphor sulfonic acid	DrugBank	20210103	20210909
8438	DB09535		Octocrylene	Octocrylene	DrugBank	20210103	20210909
8439	DB09536		Titanium dioxide	dióxido de titanio | óxido de titanio(4)	DrugBank	20210103	20210909
8440	DB09537		Iodine povacrylex	Iodine povacrylex	DrugBank	20210103	20210909
8441	DB09539	DB09540	Omega-3-acid ethyl esters	Omega-3 fatty acid ethyl esters | Omega-3-acid ethyl esters	DrugBank	20210103	20210909
8442	DB09543		Methyl salicylate	2-(Methoxycarbonyl)phenol | 2-Carbomethoxyphenol | 2-Hydroxybenzoic acid methyl ester | Betula oil | Gaultheria oil | Methyl 2-hydroxybenzoate | Methyl o-hydroxybenzoate | Methyl salicylate | Natural wintergreen oil | Oil of wintergreen | Spicewood Oil | Sweet birch oil | Teaberry oil	DrugBank	20210103	20210909
8443	DB09546		Iobenguane sulfate I-123	Iobenguane sulfate I 123	DrugBank	20210103	20210909
8444	DB09551		Desoxyribonuclease	Bovine pancreatic deoxyribonuclease | Deoxyribonuclease A | Deoxyribonuclease bovine pancreas | Deoxyribonuclease I | Deoxyribonuclease I bovine | Deoxyribonuclease, bovine | Dinase | Pancreatic dornase	DrugBank	20210103	20210909
8445	DB09552		Thonzonium	Tonzonium	DrugBank	20210103	20210909
8446	DB09555		Dexchlorpheniramine maleate		DrugBank	20210103	20210909
8447	DB09559	DB05774	Necitumumab		DrugBank	20210103	20210909
8448	DB09561	DBSALT001586	Sodium glycerophosphate	Disodium glycerol phosphate | Sodium glycerophosphate anhydrous	DrugBank	20210103	20210909
8449	DB09563		Choline C-11	(11)C-choline | Choline C11	DrugBank	20210103	20210909
8450	DB09564		Insulin degludec	Insulina degludec	DrugBank	20210103	20210909
8451	DB09567		Olive oil		DrugBank	20210103	20210909
8452	DB09568		Omega-3-carboxylic acids		DrugBank	20210103	20210909
8453	DB09570		Ixazomib	Ixazomib	DrugBank	20210103	20210909
8454	DB09571		Levmetamfetamine	Levmetamfetamine | Levomethamphetamine	DrugBank	20210103	20210909
8455	DB09876		Clostridium tetani	Bacillus tetani whole | Clostridium tetani | Clostridium tetani whole	DrugBank	20210103	20210909
8456	DB09877		Corynebacterium diphtheriae		DrugBank	20210103	20210909
8457	DB10061		Meningococcal (groups A, C, Y and W-135) oligosaccharide diphtheria CRM197 conjugate vaccine		DrugBank	20210103	20210909
8458	DB10062		Rabies virus inactivated antigen, B	Rabies virus strain PM-1503-3M antigen (propiolactone inactivated) | Rabies virus vaccine wistar strain PM-1503-3M (human)	DrugBank	20210103	20210909
8459	DB10076		Haemophilus influenzae type B strain 1482 capsular polysaccharide tetanus toxoid conjugate antigen	Haemophilus influenzae type B strain 1482, capsular polysaccharide inactivated tetanus toxoid conjugate vaccine	DrugBank	20210103	20210909
8460	DB10276	DB10303 | DB10304 | DB10305 | DB10306 | DB10307	Rotavirus vaccine	Rota virus, live attenuated | Rotavirus vaccine, live, oral	DrugBank	20210103	20210909
8461	DB10283		Rabies virus inactivated antigen, A	Rabies virus strain flury lep antigen (propiolactone inactivated) | Rabies virus vaccine flury-lep strain	DrugBank	20210103	20210909
8462	DB10284		Neisseria meningitidis serogroup B recombinant LP2086 A05 protein variant antigen		DrugBank	20210103	20210909
8463	DB10285		Neisseria meningitidis serogroup B recombinant LP2086 B01 protein variant antigen		DrugBank	20210103	20210909
8464	DB10286		Streptococcus pneumoniae type 4 capsular polysaccharide diphtheria crm197 protein conjugate antigen	Streptococcus pneumoniae serotype 4 capsular antigen diphtheria CRM197 protein conjugate vaccine	DrugBank	20210103	20210909
8465	DB10287		Streptococcus pneumoniae type 6b capsular polysaccharide diphtheria crm197 protein conjugate antigen	Streptococcus pneumoniae serotype 6B capsular antigen diphtheria CRM197 protein conjugate vaccine	DrugBank	20210103	20210909
8466	DB10288		Streptococcus pneumoniae type 9v capsular polysaccharide diphtheria crm197 protein conjugate antigen	Streptococcus pneumoniae serotype 9V capsular antigen diphtheria CRM197 protein conjugate vaccine	DrugBank	20210103	20210909
8467	DB10289		Streptococcus pneumoniae type 14 capsular polysaccharide diphtheria crm197 protein conjugate antigen	Streptococcus pneumoniae serotype 14 capsular antigen diphtheria CRM197 protein conjugate vaccine	DrugBank	20210103	20210909
8468	DB10290		Streptococcus pneumoniae type 18c capsular polysaccharide diphtheria crm197 protein conjugate antigen	Streptococcus pneumoniae serotype 18C capsular antigen diphtheria CRM197 protein conjugate vaccine	DrugBank	20210103	20210909
8469	DB10291		Streptococcus pneumoniae type 19f capsular polysaccharide diphtheria crm197 protein conjugate antigen	Streptococcus pneumoniae serotype 19F capsular antigen diphtheria CRM197 protein conjugate vaccine	DrugBank	20210103	20210909
8470	DB10292		Streptococcus pneumoniae type 23f capsular polysaccharide diphtheria crm197 protein conjugate antigen	Streptococcus pneumoniae serotype 23F capsular antigen diphtheria CRM197 protein conjugate vaccine	DrugBank	20210103	20210909
8471	DB10293		Streptococcus pneumoniae type 1 capsular polysaccharide diphtheria crm197 protein conjugate antigen	Streptococcus pneumoniae serotype 1 capsular antigen diphtheria CRM197 protein conjugate vaccine	DrugBank	20210103	20210909
8472	DB10294		Streptococcus pneumoniae type 3 capsular polysaccharide diphtheria crm197 protein conjugate antigen	Streptococcus pneumoniae serotype 3 capsular antigen diphtheria CRM197 protein conjugate vaccine	DrugBank	20210103	20210909
8473	DB10295		Streptococcus pneumoniae type 5 capsular polysaccharide diphtheria crm197 protein conjugate antigen	Streptococcus pneumoniae serotype 5 capsular antigen diphtheria CRM197 protein conjugate vaccine	DrugBank	20210103	20210909
8474	DB10296		Streptococcus pneumoniae type 6A capsular polysaccharide diphtheria CRM197 protein conjugate antigen	Streptococcus pneumoniae serotype 6A capsular antigen diphtheria CRM197 protein conjugate vaccine	DrugBank	20210103	20210909
8475	DB10297		Streptococcus pneumoniae type 7f capsular polysaccharide diphtheria crm197 protein conjugate antigen	Streptococcus pneumoniae serotype 7F capsular antigen diphtheria CRM197 protein conjugate vaccine	DrugBank	20210103	20210909
8476	DB10298		Streptococcus pneumoniae type 19a capsular polysaccharide diphtheria crm197 protein conjugate antigen	Streptococcus pneumoniae serotype 19A capsular antigen diphtheria CRM197 protein conjugate vaccine	DrugBank	20210103	20210909
8477	DB10299		Human papillomavirus type 6 L1 capsid protein antigen	L1 protein, Human papillomavirus type 6 Vaccine | Recombinant human papillomavirus type 6 L1 protein	DrugBank	20210103	20210909
8478	DB10300		Human papillomavirus type 11 L1 capsid protein antigen	L1 protein, Human papillomavirus type 11 Vaccine | Recombinant human papillomavirus type 11 L1 protein	DrugBank	20210103	20210909
8479	DB10301		Human papillomavirus type 16 L1 capsid protein antigen	L1 protein, Human papillomavirus type 16 Vaccine | Recombinant human papillomavirus type 16 L1 protein	DrugBank	20210103	20210909
8480	DB10302		Human papillomavirus type 18 L1 capsid protein antigen	L1 protein, Human papillomavirus type 18 Vaccine | Recombinant human papillomavirus type 18 L1 protein	DrugBank	20210103	20210909
8481	DB10310		Human papillomavirus type 31 L1 capsid protein antigen	L1 protein, Human papillomavirus type 31 Vaccine | Recombinant human papillomavirus type 31 L1 protein	DrugBank	20210103	20210909
8482	DB10311		Human papillomavirus type 33 L1 capsid protein antigen	L1 protein, Human papillomavirus type 33 Vaccine | Recombinant human papillomavirus type 33 L1 protein	DrugBank	20210103	20210909
8483	DB10312		Human papillomavirus type 45 L1 capsid protein antigen	L1 protein, Human papillomavirus type 45 Vaccine | Recombinant human papillomavirus type 45 L1 protein	DrugBank	20210103	20210909
8484	DB10313		Human papillomavirus type 52 L1 capsid protein antigen	L1 protein, Human papillomavirus type 52 Vaccine | Recombinant human papillomavirus type 52 L1 protein	DrugBank	20210103	20210909
8485	DB10314		Human papillomavirus type 58 L1 capsid protein antigen	L1 protein, Human papillomavirus type 58 Vaccine | Recombinant human papillomavirus type 58 L1 protein	DrugBank	20210103	20210909
8486	DB10315	DB15837	Measles virus vaccine live attenuated	Live attenuated measles virus (Schwartz strain) | Measles vaccine (live) | Measles virus live antigen | Measles virus live antigen, A | Measles virus strain enders' attenuated edmonston live (attenuated) antigen | Measles virus strain enders' attenuated edmonston live antigen | Measles virus vaccine live | Measles virus vaccine live attenuated | Measles Virus Vaccine Live, Enders' attenuated Edmonston strain | Measles virus vaccine, inactivated | Measles virus vaccine, live | Measles virus vaccine, live, attenuated | Measles virus vaccine,live attenuated	DrugBank	20210103	20210909
8487	DB10316		Mumps virus strain B level jeryl lynn live antigen	Mumps Virus Vaccine Live, Jeryl Lynn Strain	DrugBank	20210103	20210909
8488	DB10317		Rubella virus vaccine	Rubella virus (vaccine strain ra27/3) live antigen | Rubella virus live antigen, A | Rubella virus strain wistar ra 27/3 live (attenuated) antigen | Rubella virus strain wistar ra 27/3 live antigen | Rubella virus vaccine live (wistar ra 27-3 strain) | Rubella virus vaccine,live | Rubella, live attenuated | Rubivirus rubella virus wistar ra 27/3 whole	DrugBank	20210103	20210909
8489	DB10318		Varicella Zoster Vaccine (Live/attenuated)	Chickenpox vaccine | Human herpesvirus 3 live (attenuated) antigen | Varicella vaccine | Varicella virus vaccine live (oka-merck) strain | Varicella zoster live (attenuated) antigen | Varicella zoster live(attenuated) antigen | Varicella-zoster virus (live, attenuated) | Varicella-zoster virus strain oka/merck live (attenuated) antigen | Varicella-zoster virus strain oka/merck live antigen	DrugBank	20210103	20210909
8490	DB10319		Streptococcus pneumoniae type 1 capsular polysaccharide antigen	pneumococcal capsular polysaccharide type 1 vaccine	DrugBank	20210103	20210909
8491	DB10320		Streptococcus pneumoniae type 2 capsular polysaccharide antigen	pneumococcal capsular polysaccharide type 2 vaccine	DrugBank	20210103	20210909
8492	DB10321		Streptococcus pneumoniae type 3 capsular polysaccharide antigen	pneumococcal capsular polysaccharide type 3 vaccine	DrugBank	20210103	20210909
8493	DB10322		Streptococcus pneumoniae type 4 capsular polysaccharide antigen	pneumococcal capsular polysaccharide type 4 vaccine | Pneumococcal polysaccharide serotype 4	DrugBank	20210103	20210909
8494	DB10323		Streptococcus pneumoniae type 5 capsular polysaccharide antigen	pneumococcal capsular polysaccharide type 5 vaccine	DrugBank	20210103	20210909
8495	DB10324		Streptococcus pneumoniae type 6b capsular polysaccharide antigen	pneumococcal capsular polysaccharide type 6B vaccine | Pneumococcal polysaccharide serotype 6B	DrugBank	20210103	20210909
8496	DB10325		Streptococcus pneumoniae type 7f capsular polysaccharide antigen	pneumococcal capsular polysaccharide type 7F vaccine	DrugBank	20210103	20210909
8497	DB10326		Streptococcus pneumoniae type 8 capsular polysaccharide antigen	pneumococcal capsular polysaccharide type 8 vaccine	DrugBank	20210103	20210909
8498	DB10327		Streptococcus pneumoniae type 9n capsular polysaccharide antigen	pneumococcal capsular polysaccharide type 9N vaccine	DrugBank	20210103	20210909
8499	DB10328		Streptococcus pneumoniae type 9v capsular polysaccharide antigen	pneumococcal capsular polysaccharide type 9V vaccine | Pneumococcal polysaccharide serotype 9V	DrugBank	20210103	20210909
8500	DB10329		Streptococcus pneumoniae type 10a capsular polysaccharide antigen	pneumococcal capsular polysaccharide type 10A vaccine	DrugBank	20210103	20210909
8501	DB10330		Streptococcus pneumoniae type 11a capsular polysaccharide antigen	pneumococcal capsular polysaccharide type 11A vaccine	DrugBank	20210103	20210909
8502	DB10331		Streptococcus pneumoniae type 12f capsular polysaccharide antigen	pneumococcal capsular polysaccharide type 12F vaccine	DrugBank	20210103	20210909
8503	DB10332		Streptococcus pneumoniae type 14 capsular polysaccharide antigen	pneumococcal capsular polysaccharide type 14 vaccine | Pneumococcal polysaccharide serotype 14	DrugBank	20210103	20210909
8504	DB10333		Streptococcus pneumoniae type 15b capsular polysaccharide antigen	pneumococcal capsular polysaccharide type 15B vaccine	DrugBank	20210103	20210909
8505	DB10334		Streptococcus pneumoniae type 17f capsular polysaccharide antigen	pneumococcal capsular polysaccharide type 17F vaccine	DrugBank	20210103	20210909
8506	DB10335		Streptococcus pneumoniae type 18c capsular polysaccharide antigen	pneumococcal capsular polysaccharide type 18C vaccine | Pneumococcal polysaccharide serotype 18C	DrugBank	20210103	20210909
8507	DB10336		Streptococcus pneumoniae type 19f capsular polysaccharide antigen	pneumococcal capsular polysaccharide type 19F vaccine | Pneumococcal polysaccharide serotype 19F	DrugBank	20210103	20210909
8508	DB10337		Streptococcus pneumoniae type 19a capsular polysaccharide antigen	pneumococcal capsular polysaccharide type 19A vaccine	DrugBank	20210103	20210909
8509	DB10338		Streptococcus pneumoniae type 20 capsular polysaccharide antigen	pneumococcal capsular polysaccharide type 20 vaccine	DrugBank	20210103	20210909
8510	DB10339		Streptococcus pneumoniae type 22f capsular polysaccharide antigen	pneumococcal capsular polysaccharide type 22F vaccine	DrugBank	20210103	20210909
8511	DB10340		Streptococcus pneumoniae type 23f capsular polysaccharide antigen	pneumococcal capsular polysaccharide type 23F vaccine | Pneumococcal polysaccharide serotype 23F	DrugBank	20210103	20210909
8512	DB10341		Streptococcus pneumoniae type 33f capsular polysaccharide antigen	pneumococcal capsular polysaccharide type 33F vaccine	DrugBank	20210103	20210909
8513	DB10342		Haemophilus influenzae type B capsular polysaccharide meningococcal outer membrane protein conjugate antigen	Haemophilus influenzae b (Ross strain) capsular polysaccharide Meningococcal Protein Conjugate Vaccine	DrugBank	20210103	20210909
8514	DB10343		Bacillus calmette-guerin substrain tice live antigen	BCG, Live, Tice Strain	DrugBank	20210103	20210909
8515	DB10344		Ginger		DrugBank	20210103	20210909
8516	DB10345		House dust		DrugBank	20210103	20210909
8517	DB10346		Acacia longifolia pollen		DrugBank	20210103	20210909
8518	DB10348		Fraxinus americana pollen	white ash pollen extract	DrugBank	20210103	20210909
8519	DB10349		Paspalum notatum pollen	Bahia grass pollen extract	DrugBank	20210103	20210909
8520	DB10350		Fagus grandifolia pollen	beech pollen extract	DrugBank	20210103	20210909
8521	DB10351	DB10585	Cynodon dactylon pollen	AE-bermuda grass | Allergen pack bermuda grass | Allergenic extract- bermuda grass cynodon dactylon | Allergenic extract, bermuda grass | Allergenic extract,grass,bermuda | Bermuda grass pollen | Bermuda grass pollen extract | Bermudagrass pollen | Capriola dactylon pollen | Common bermudagrass pollen | Cynodon dactylon | Devilgrass pollen | Grama-seda pollen | Manienie pollen | Motie molulu pollen | Panicum dactylon pollen | Standardized bermuda grass pollen	DrugBank	20210103	20210909
8522	DB10352		Betula lenta pollen	cherry birch pollen extract	DrugBank	20210103	20210909
8523	DB10353		Poa annua pollen	annual bluegrass pollen extract	DrugBank	20210103	20210909
8524	DB10354		Acer negundo pollen	box elder maple pollen extract	DrugBank	20210103	20210909
8525	DB10355		Bromus inermis pollen	smooth brome pollen extract	DrugBank	20210103	20210909
8526	DB10356		Xanthium strumarium pollen	cocklebur pollen extract | rough cocklebur pollen extract	DrugBank	20210103	20210909
8527	DB10357		Zea mays pollen		DrugBank	20210103	20210909
8528	DB10359		Rumex acetosella pollen	sheep sorrel pollen extract	DrugBank	20210103	20210909
8529	DB10360		Rumex crispus pollen		DrugBank	20210103	20210909
8530	DB10361		Ulmus americana pollen	American elm pollen extract	DrugBank	20210103	20210909
8531	DB10362		Ulmus pumila pollen	Siberian elm pollen extract	DrugBank	20210103	20210909
8532	DB10363		Corylus americana pollen	hazelnut pollen extract	DrugBank	20210103	20210909
8533	DB10364		Carya ovata pollen	shagbark hickory pollen extract	DrugBank	20210103	20210909
8534	DB10365		Sorghum halepense pollen	Johnson grass pollen extract	DrugBank	20210103	20210909
8535	DB10366		Poa pratensis pollen	Kentucky bluegrass pollen extract | Meadowgrass pollen extract | Poa pratensis | Standardized kentucky blue/june grass pollen	DrugBank	20210103	20210909
8536	DB10368		Chenopodium album pollen	lambs quarters pollen extract	DrugBank	20210103	20210909
8537	DB10369		Acer saccharum pollen	hard maple pollen extract	DrugBank	20210103	20210909
8538	DB10370		Festuca pratensis pollen	Festuca pratensis | meadow fescue grass pollen extract | Standardized meadow fescue grass pollen	DrugBank	20210103	20210909
8539	DB10371		Prosopis juliflora pollen	mesquite pollen extract	DrugBank	20210103	20210909
8540	DB10372		Artemisia vulgaris pollen	mugwort sage pollen extract	DrugBank	20210103	20210909
8541	DB10373		Morus rubra pollen	red mulberry pollen extract	DrugBank	20210103	20210909
8542	DB10374		Quercus agrifolia pollen	coast live oak pollen extract	DrugBank	20210103	20210909
8543	DB10375		Quercus virginiana pollen		DrugBank	20210103	20210909
8544	DB10376		Quercus alba pollen		DrugBank	20210103	20210909
8545	DB10377		Avena sativa pollen	cultivated oat pollen extract	DrugBank	20210103	20210909
8546	DB10378		Olea europaea pollen	european olive pollen extract	DrugBank	20210103	20210909
8547	DB10379	DB10402	Dactylis glomerata pollen	Allergenic extract- orchard grass dactylis glomerata | Cocksfoot grass pollen | Dactylis glomerata | orchard grass pollen extract | Standardized orchard grass pollen	DrugBank	20210103	20210909
8548	DB10380		Carya illinoinensis pollen	Carya angustifolia pollen | Carya diguetii pollen | Carya illinoinensis pollen | Carya oliviformis pollen | Carya pecan pollen | Carya tetraptera pollen | Hicoria pecan pollen | Hicorius diguetii pollen | Hicorius oliviformis pollen | Hicorius tetraptera pollen | Juglans angustifolia pollen | Juglans cylindrica pollen | Juglans illinoinensis pollen | Juglans oliviformis pollen | Juglans pecan pollen | Juglans rubra pollen | Pecan pollen | Pecan pollen extract	DrugBank	20210103	20210909
8549	DB10381		Amaranthus retroflexus pollen		DrugBank	20210103	20210909
8550	DB10382		Plantago lanceolata pollen	English plantain pollen extract	DrugBank	20210103	20210909
8551	DB10383		Populus alba pollen	white poplar pollen extract	DrugBank	20210103	20210909
8552	DB10384		Ambrosia acanthicarpa pollen	false ragweed pollen extract	DrugBank	20210103	20210909
8553	DB10385	DB05583	Ambrosia artemisiifolia pollen	Ambrosia artemisiifolia | short ragweed pollen extract | short ragweed pollen extracts | Standardized short ragweed pollen allergenic extract	DrugBank	20210103	20210909
8554	DB10386		Ambrosia trifida pollen	giant ragweed pollen extract	DrugBank	20210103	20210909
8555	DB10387		Ambrosia psilostachya pollen	western ragweed pollen extract	DrugBank	20210103	20210909
8556	DB10388		Salsola kali pollen	Russian thistle pollen extract	DrugBank	20210103	20210909
8557	DB10389	DB10405	Lolium perenne pollen	Allergenic extract- ryegrass, perennial lolium perenne | Lolium perenne | Lolium perenne allergenic extract | perennial rye grass pollen extract | Standardized perennial rye grass pollen	DrugBank	20210103	20210909
8558	DB10390		Artemisia tridentata pollen	common sagebrush pollen extract	DrugBank	20210103	20210909
8559	DB10391		Atriplex wrightii pollen	saltbush pollen extract	DrugBank	20210103	20210909
8560	DB10392		Platanus occidentalis pollen	American sycamore pollen	DrugBank	20210103	20210909
8561	DB10393		Platanus racemosa pollen	western sycamore pollen extract	DrugBank	20210103	20210909
8562	DB10394	DB05357 | DB05908	Phleum pratense pollen	Allergenic extract, grass, timothy | Allergenic extract, timothy grass | Allergenic extract,timothy grass pollen | Common timothy pollen | Grass pollen extract | Phleum nodosum pollen | Phleum pratense | Phleum pratense pollen extract | Standardized timothy grass pollen | Timothy grass (phleum pretense) pollen standardized | Timothy grass pollen | Timothy grass pollen extract | Timothy grass pollen extracts | Timothy pollen	DrugBank	20210103	20210909
8563	DB10395		Holcus lanatus pollen	velvet grass pollen extract	DrugBank	20210103	20210909
8564	DB10396		Juglans nigra pollen	black walnut pollen extract	DrugBank	20210103	20210909
8565	DB10397		Juglans californica pollen	California black walnut pollen extract	DrugBank	20210103	20210909
8566	DB10398		Salix nigra pollen		DrugBank	20210103	20210909
8567	DB10399		Felis catus skin	cat skin extract | Standardized cat pelt	DrugBank	20210103	20210909
8568	DB10400	DB05902	Dermatophagoides farinae	American house dust mite | American house dust mite extract | House dust mite extract, dermatophagoides farinae | Insects (whole body), mite dermatophagoides farinae | Mite D.F. | Mite D.F. (dermatophagoides farinae) standardized	DrugBank	20210103	20210909
8569	DB10401		Dermatophagoides pteronyssinus	AE-mite, dermatophagoides pteronyssinus | Dermatophagoides pteronyssinus whole | European house dust mite | European house dust mite extract | House dust mite extract, dermatophagoides pteronyssinus | Insects (whole body), mite dermatophagoides pteronyssinus | Mite D.P. | Mite D.P. (dermatophagoides pteronyssinus) standardized	DrugBank	20210103	20210909
8570	DB10403		Agrostis gigantea pollen	Allergenic Extract, Redtop Grass | Standardized redtop grass pollen	DrugBank	20210103	20210909
8571	DB10404		Anthoxanthum odoratum pollen	Standardized sweet vernal grass pollen | Sweet vernal grass pollen extract	DrugBank	20210103	20210909
8572	DB10406		Bos taurus skin	domestic cow skin extract	DrugBank	20210103	20210909
8573	DB10408		Cotton seed		DrugBank	20210103	20210909
8574	DB10409		Canis lupus familiaris skin	Canis canis skin | Canis domesticus skin | Canis familiaris domesticus skin | Canis familiaris skin | Dog epithelia | Domestic dog skin	DrugBank	20210103	20210909
8575	DB10410		Equus caballus skin	Domestic horse skin | Equine skin | Equus caballus skin | Equus ferus caballus skin | Equus przewalskii forma caballus skin | Horse (feral) skin | Horse epithelia | Horse skin	DrugBank	20210103	20210909
8576	DB10411		Ceiba pentandra fiber	kapok tree fiber extract	DrugBank	20210103	20210909
8577	DB10412		Mus musculus skin	house mouse skin extract	DrugBank	20210103	20210909
8578	DB10413	DB10709 | DB10931	Orris	Iris Germanica Var. Florentina Rhizome | Iris germanica var. florentina root | Iris x germanica root	DrugBank	20210103	20210909
8579	DB10415		Rabbit		DrugBank	20210103	20210909
8580	DB10416		Cavia porcellus skin	Guinea pig skin extract	DrugBank	20210103	20210909
8581	DB10417	DB10689	Periplaneta americana	Allergenic extract- cockroach periplaneta americana | American cockroach allergenic extract	DrugBank	20210103	20210909
8582	DB10418	DB10692	Blatella germanica	Allergenic extract- cockroach, german blatella germanica | German cockroach allergenic extract	DrugBank	20210103	20210909
8583	DB10419		Solenopsis invicta	red imported fire ant allergenic extract	DrugBank	20210103	20210909
8584	DB10420		Gallus gallus feather	chicken feather extract	DrugBank	20210103	20210909
8585	DB10421		Anas platyrhynchos feather	duck feather extract	DrugBank	20210103	20210909
8586	DB10422		Anser anser feather	goose feather extract	DrugBank	20210103	20210909
8587	DB10423		Acremonium strictum		DrugBank	20210103	20210909
8588	DB10424	DB10595	Alternaria alternata	Allergen pack alternaria tenuis	DrugBank	20210103	20210909
8589	DB10425		Aspergillus fumigatus		DrugBank	20210103	20210909
8590	DB10426		Aspergillus niger var. niger		DrugBank	20210103	20210909
8591	DB10427		Aureobasidium pullulans var. pullutans	Pullularia extract	DrugBank	20210103	20210909
8592	DB10428		Botrytis cinerea		DrugBank	20210103	20210909
8593	DB10429		Candida albicans		DrugBank	20210103	20210909
8594	DB10430		Chaetomium globosum		DrugBank	20210103	20210909
8595	DB10431		Cladosporium cladosporioides		DrugBank	20210103	20210909
8596	DB10432		Cladosporium sphaerospermum		DrugBank	20210103	20210909
8597	DB10433		Cochliobolus sativus		DrugBank	20210103	20210909
8598	DB10434		Epicoccum nigrum		DrugBank	20210103	20210909
8599	DB10435		Fusarium oxysporum vasinfectum		DrugBank	20210103	20210909
8600	DB10436		Helminthosporium solani		DrugBank	20210103	20210909
8601	DB10437		Mucor plumbeus		DrugBank	20210103	20210909
8602	DB10438		Neurospora intermedia		DrugBank	20210103	20210909
8603	DB10439		Penicillium chrysogenum var. chrysogenum		DrugBank	20210103	20210909
8604	DB10440		Phoma exigua var. exigua		DrugBank	20210103	20210909
8605	DB10441		Rhizopus arrhizus var. arrhizus	Allergenic extract, Mold, Rhizopus arrhizus | Mold, Rhizopus arrhizus | Rhizopus arrhizus | Rhizopus arrhizus mold | Rhizopus oryzae extract	DrugBank	20210103	20210909
8606	DB10442		Rhodotorula rubra		DrugBank	20210103	20210909
8607	DB10443		Ustilago maydis	corn smut allergenic extract	DrugBank	20210103	20210909
8608	DB10444		Ustilago tritici	wheat loose smut extract	DrugBank	20210103	20210909
8609	DB10445		Stemphylium solani		DrugBank	20210103	20210909
8610	DB10446		Trichophyton mentagrophytes		DrugBank	20210103	20210909
8611	DB10447		Saccharomyces cerevisiae		DrugBank	20210103	20210909
8612	DB10448		Aspergillus oryzae	Aspergillus flavus var. oryzae | Aspergillus flavus var. oryzae whole | Aspergillus oryzae | Eurotium oryzae	DrugBank	20210103	20210909
8613	DB10449		Aspergillus repens		DrugBank	20210103	20210909
8614	DB10450		Aspergillus terreus		DrugBank	20210103	20210909
